จนเป็นเหตุให้จำเลยที่	I-verdict
๔	I-verdict
ยักยอกเงินของโจทก์ไปได้	I-verdict
และทำให้โจทก์เสียหาย	I-verdict
จึงเป็นการฟ้องโดยอาศัยมูลละเมิดและเรียกค่าสินไหมทดแทน	I-verdict
โจทก์ย่อมมีสิทธิที่จะฟ้องได้	I-verdict
ส่วนในประเด็นที่ว่าคดีโจทก์สำหรับจำเลยที่	I-verdict
๑	I-verdict
ถึงที่	I-verdict
๓	I-verdict
ขาดอายุความหรือไม่นั้น	I-verdict
เห็นว่า	I-verdict
ฟ้องโจทก์กล่างอ้างว่าจำเลยที่	I-verdict
๑	I-verdict
ถึงที่	I-verdict
๓	I-verdict
จงใจไม่ปฎิบัติหน้าที่ตามกฎหมายระเบียบแบบแผน	I-verdict
จนเป็นเหตุให้จำเลยที่	I-verdict
๔	I-verdict
ยักยอกเงินของโจทก์ไปเป็นการฟ้องโดยมูลละเมิดทั่ว	I-verdict
ๆ	I-verdict
มิใช่มูลละเมิดอันเป็นความผิดมีโทษทางอาญา	I-verdict
ตามประมวลกฎหมายแพ่งและพาณิชย์	I-verdict
มาตรา	I-verdict
๔๔๘	I-verdict
วรรคสอง	I-verdict
จึงมีอายุความ	I-verdict
๑	I-verdict
ปี	I-verdict
ตามประมวลกฎหมายแพ่งและพาณิชย์	I-verdict
มาตรา	I-verdict
๔๔๘	I-verdict
วรรคแรก	I-verdict
ซึ่งต้องเริ่มนับอายุความตั้งแต่วันที่ผู้ต้องเสียหายรู้ถึงการละเมิดและรู้ตัวผู้พึงต้องใช้ค่าสินไหมทดแทน	I-verdict
และในกรณีนิติบุคคลเป็นผู้เสียหายย่อมต้องนับจากวันที่ผู้แทนของนิติบุคคลได้รู้ดังกล่าว	I-verdict
คดีนี้ข้อเท็จจริงฟังได้ในเบื้องต้นว่าโจทก์เป็นสุขาภิบาลตูมใต้	I-verdict
มีนายอำเภอกุมภวาปี	I-verdict
เป็นประธานโดยตำแหน่ง	I-verdict
ขณะเกิดเหตุจำเลยที่	I-verdict
๑	I-verdict
เป็นนายอำเภอกุมภวาปี	I-verdict
จำเลยที่	I-verdict
๒	I-verdict
เป็นปลัดอำเภอกุมภวาปีและเป็นปลัดสุขาภิบาลโจทก์	I-verdict
จำเลยที่	I-verdict
๓	I-verdict
เป็นปลัดอำเภอกุมภวาปีและหัวหน้าส่วนการคลังของโจทก์	I-verdict
จำเลยที่	I-verdict
๔	I-verdict
เป็นเสมียนตราอำเภอกุมภวาปี	I-verdict
และเป็นสมุห์บัญชีของสุขาภิบาลโจทก์	I-verdict
ปรากฏจากคำเบิกความของนายสันติ	I-verdict
มณีกาญจน์	I-verdict
พยานโจทก์ซึ่งเป็นรองผู้ว่าราชการจังหวัดอุดรธานีเบิกความว่า	I-verdict
เมื่อประมาณปลายเดือนกุมภาพันธ์ถึงต้นเดือนมีนาคม	I-verdict
๒๕๒๕	I-verdict
มีการตรวจพบว่าเงินเกี่ยวกับโครงการ	I-verdict
กสธ	I-verdict
.	I-verdict
ของอำเภอกุมภวาปี	I-verdict
เงินสุขาภิบาลและเงินของฝ่ายปกครองหายไป	I-verdict
เพียเท่านี้ยังมิใช่เป็นการที่ผู้แทนของสุขาภิบาลโจทก์รู้ถึงการละเมิดและรู้ตัวผู้พึงรับผิด	I-verdict
จึงยังไม่เริ่มนับอายุความส่วนที่ปรากฏข้อเท็จจริงว่าเมื่อวันที่	I-verdict
๘	I-verdict
มีนาคม	I-verdict
๒๕๒๙	I-verdict
มีการแจ้งความให้ดำเนินคดีอาญาแก่จำเลยทั้งสี่นั้น	I-verdict
ก็ปรากฏจากเอกสารหมาย	I-verdict
ล	I-verdict
.	I-verdict
๕	I-verdict
รายงานประจำวันเกี่ยวกับคดีว่าในวันดังกล่าวระบุว่า	I-verdict
พันตำรวจโทสมพงษ์	I-verdict
ประทุมเพ็ง	I-verdict
สารวัตรใหญ่แจ้งว่า	I-verdict
ได้รับคำสั่งจากนายสมภาพ	I-verdict
ศรีวรธาน	I-verdict
ผู้ว่าราชการจังหวัดอุดรธานี	I-verdict
ถึงผู้กำกับการตำรวจภูธรจังหวัดอุดรธานี	I-verdict
ให้ดำเนินคดีกับจำเลยทั้งสี่ข้อหาร่วมกันเบียดบังทรัพย์เป็นของตนหรือยอมให้ผู้อื่นเอาทรัพย์นั้น	I-verdict
เป็นเจ้าพนักงานร่วมกันปฏิบัติหรือละเว้นการปฏิบัติหน้าที่โดยทุจริต	I-verdict
และข้อหาอื่น	I-verdict
ๆ	I-verdict
เกี่ยวกับเรื่องนี้	I-verdict
และต่อมาในวันเดียวกันนั้นจำเลยที่	I-verdict
๑	I-verdict
และที่	I-verdict
๒	I-verdict
ได้เข้ามอบตัวให้การปฏิเสธ	I-verdict
เช่นนี้จะเห็นว่าการแจ้งความดังกล่าวมิใช่การแจ้งความของจำเลยที่	I-verdict
๑	I-verdict
ซึ่งเป็นผู้แทนของโจทก์	I-verdict
โดยเฉพาะจำเลยที่	I-verdict
๑	I-verdict
ก็เป็นผู้ต้องหาอยู่ด้วย	I-verdict
จะถือว่ารู้ตัวผู้จะต้องรับผิดรายอื่น	I-verdict
ๆ	I-verdict
คือจำเลยที่	I-verdict
๒	I-verdict
และที่	I-verdict
๓	I-verdict
ก็ไม่ได้ฉะนั้นจึงยังถือไม่ได้ว่าจำเลยที่	I-verdict
๑	I-verdict
ผู้แทนของโจทก์รู้ถึงการละเมิดและรู้ตัวผู้จะต้องรับผิดอันจะเริ่มนับอายุความ	I-verdict
ข้อเท็จจริงคงปรากฏต่อมาจากคำเบิกความของนายสันติ	I-verdict
มณีกาญจน์	I-verdict
พยานโจทก์ว่าเมื่อเดือนมีนาคม	I-verdict
๒๕๒๕	I-verdict
พยานได้รับคำสั่งให้เป็นประธานกรรมการสอบสวนหาผู้รับผิดขอบทางแพ่งเกี่ยวกับการทุจริตรายนี้	I-verdict
และคณะกรรมการสอบสวนมีความเห็นว่าเงินที่เบิกจากคลังจังหวัดอุดรธานี	I-verdict
จำเลยที่	I-verdict
๑	I-verdict
กับจำเลยที่	I-verdict
๔	I-verdict
ต้องร่วมกันรับผิด	I-verdict
ส่วนเงินที่ถอนจากธนาคารจำเลยทั้งสี่ต้องร่วมกันทั้งหมด	I-verdict
ความเห็นนี้ปรากฏจากเอกสาร	I-verdict
จ	I-verdict
.	I-verdict
๔	I-verdict
ว่า	I-verdict
ได้เสนอผู้ว่าราชการจังหวัดรับทราบเมื่อวันที่	I-verdict
๒	I-verdict
กรกฎาคม	I-verdict
๒๕๒๕	I-verdict
และนายวีระ	I-verdict
เสรีรัตน์	I-verdict
พยานโจทก์ซึ่งเป็นนายอำเภอกุมภวาปีคนใหม่ที่ดำรงตำแหน่งแทนจำเลยที่	I-verdict
๑	I-verdict
ตั้งแต่วันที่	I-verdict
๑๒	I-verdict
มิถุนายน	I-verdict
๒๕๒๕	I-verdict
เบิกความว่า	I-verdict
พยานรับทราบเรื่องนี้เมื่อวันที่	I-verdict
๒	I-verdict
กรกฎาคม	I-verdict
๒๕๒๕	I-verdict
เช่นนี้	I-verdict
จึงถือได้ว่าโจทก์รู้ถึงตัวบุคคลผู้ต้องรับผิดเพื่อการละเมิดเกี่ยวกับจำเลยที่	I-verdict
๑	I-verdict
ถึงที่	I-verdict
๓	I-verdict
ในวันที่นายวีระ	I-verdict
เสรีรัตน์	I-verdict
ซึ่งเป็นผู้แทนโจทก์รับทราบจากรายงานของคณะกรรมการสอบสวน	I-verdict
โจทก์ฟ้องคดีเมื่อวันที่	I-verdict
๑๗	I-verdict
มีนาคม	I-verdict
๒๕๒๖	I-verdict
ยังไม่เกิน	I-verdict
๑	I-verdict
ปี	I-verdict
คดีโจทก์จึงไม่ขาดอายุความ	I-verdict
ฯลฯ	I-verdict
พิพากษาแก้เป็นว่าให้จำเลยที่	I-verdict
๑	I-verdict
ร่วมรับผิดกับจำเลยที่	I-verdict
๔	I-verdict
ชดใช้เงินแก่โจทก์รวม	I-verdict
๕๕๗	I-verdict
,	I-verdict
๕๓๑	I-verdict
.	I-verdict
๖๓	I-verdict
บาท	I-verdict
พร้อมทั้งดอกเบี้ยในอัตราร้อยละเจ็ดครึ่งต่อปีของต้นเงิน	I-verdict
๑๙๓	I-verdict
,	I-verdict
๔๕๑	I-verdict
บาท	I-verdict
นับตั้งแต่วันที่	I-verdict
๒	I-verdict
พฤศจิกายน	I-verdict
๒๕๒๔	I-verdict
ไปจนกว่าจะชำระเสร็จ	I-verdict
โดยดอกเบี้ยถึงวันฟ้องต้องไม่เกิน	I-verdict
๑๙	I-verdict
,	I-verdict
๙๔๙	I-verdict
.	I-verdict
๖๓	I-verdict
บาทและดอกเบี้ยของต้นเงิน	I-verdict
๖๙	I-verdict
,	I-verdict
๙๙๒	I-verdict
.	I-verdict
๘๙	I-verdict
บาท	I-verdict
นับแต่วันที่	I-verdict
๑๒	I-verdict
พฤศจิกายน	I-verdict
๒๕๒๔	I-verdict
ไปจนกว่าจะชำระเสร็จ	I-verdict
โดยดอกเบี้ยถึงวันฟ้องต้องไม่เกิน	I-verdict
๗	I-verdict
,	I-verdict
๐๗๒	I-verdict
.	I-verdict
๑๙	I-verdict
บาท	I-verdict
ดอกเบี้ยของเงินต้นเงิน	I-verdict
๒๙๔	I-verdict
,	I-verdict
๐๘๗	I-verdict
.	I-verdict
๗๔	I-verdict
บาท	I-verdict
นับตั้งแต่วันที่	I-verdict
๓๐	I-verdict
พฤศจิกายน	I-verdict
๒๕๒๔	I-verdict
จนกว่าจะชำระเสร็จ	I-verdict
โดยดอกเบี้ยถึงวันฟ้องไม่เกิน	I-verdict
๒๘	I-verdict
,	I-verdict
๖๑๒	I-verdict
.	I-verdict
๒๘	I-verdict
บาท	I-verdict
ให้จำเลยที่	I-verdict
๒	I-verdict
และที่	I-verdict
๓	I-verdict
ร่วมกันรับผิดร่วมกับจำเลยอื่นเป็นเงิน	I-verdict
๕๘	I-verdict
,	I-verdict
๘๑๗	I-verdict
.	I-verdict
๕๕	I-verdict
บาท	I-verdict
พร้อมดอกเบี้ยในอัตราร้อยละเจ็ดครึ่งต่อปีในต้นเงินดังกล่าวตั้งแต่วันที่	I-verdict
๓๐	I-verdict
พฤศจิกายน	I-verdict
๒๕๒๔	I-verdict
จนกว่าจำชำระเสร็จ	I-verdict
นอกจากที่แก้ให้เป็นไปตามคำพิพากษาศาลอุทธรณ์	I-verdict

2527/3008	O
ย่อสั้น	O
รถของโจทก์ถูกรถของจำเลยชนโดยประมาทพังขวางอยู่กลางถนนแล้วถูกรถของบุคคลอื่นชนซ้ำโดยไม่ใช่ความประมาทของบุคคลนั้น	O
แม้จะก่อให้เกิดความเสียหายเพิ่มขึ้นก็เป็นผลโดยตรงอันเกิดจากความประมาทของฝ่ายจำเลยเป็นผู้ก่อขึ้นก่อน	O
ดังนั้นจำเลยจึงต้องรับผิดในผลอันนี้ด้วย	O
สำนวนแรกโจทก์มิได้ฟ้องผู้รับประกันภัยเป็นจำเลย	O
คงฟ้องแต่ผู้อื่น	O
เมื่อผู้รับประกันภัยเข้ามาเป็นโจทก์ในสำนวนที่สองโดยอ้างว่าเป็นผู้รับช่วงสิทธิในฐานะผู้รับประกันภัยฟ้องจำเลยอื่นและโจทก์ในสำนวนแรกให้ร่วมรับผิดอันเนื่องจากเหตุรถชนรายเดียวกัน	O
โจทก์ในสำนวนแรกจึงมีสิทธิฟ้องแย้งเรียกค่าเสียหายจากผู้รับประกันภัยซึ่งเป็นโจทก์ในสำนวนที่สองได้	O
ไม่เป็นฟ้องซ้อน	O
โจทก์ที่	O
2	O
เป็นจำเลยตามฟ้องแย้งในสำนวนที่สองของโจทก์ที่	O
1	O
ส่วนจำเลยเป็นจำเลยตามฟ้องสำนวนแรกของโจทก์ที่1	O
แม้จะเป็นค่าเสียหายรายเดียวกันแต่เป็นคนละคดีต้องเสียค่าขึ้นศาลต่างหากจากกัน	O
เมื่อโจทก์ที่	O
2	O
และจำเลยแพ้คดีและฎีกาต่อมาจึงต้องเสียค่าขึ้นศาลเป็นรายคดีการที่ฎีการ่วมกันมาไม่ทำให้หน้าที่ที่จะต้องเสีย	O
ค่าขึ้นศาลลดน้อยลง	O
ศาลชั้นต้นและศาลอุทธรณ์พิพากษาให้จำเลยชำระดอกเบี้ยนับแต่วันละเมิดเป็นการเกินคำขอ	O
เพราะโจทก์ขอเรียกดอกเบี้ยตั้งแต่วันที่	O
15	O
ธันวาคม	O
2522	O
ศาลฎีกาควรแก้ไขเสียให้ถูกต้อง	O
ย่อยาว	O
คดีทั้งสองสำนวนนี้ศาลชั้นต้นพิจารณาและพิพากษารวมกันสำนวนแรกโจทก์ฟ้องจำเลยที่	O
1	O
ถึงที่	O
6	O
ให้ร่วมกันรับผิดชดใช้ค่าเสียหายแก่โจทก์อันเกิดจากการกระทำละเมิดของจำเลยที่	O
1	O
และจำเลยที่	O
4	O
จำเลยที่	O
1	O
ที่	O
4ที่	O
5	O
และที่	O
6	O
ขาดนัดยื่นคำให้การ	O
จำเลยที่	O
2	O
ที่	O
3	O
ให้การต่อสู้คดีอ้างว่าเหตุเกิดเพราะความประมาทของฝ่ายโจทก์เอง	O
และบริษัทพิพัทธ์ประกันภัย	O
จำกัดซึ่งรับประกันภัยรถยนต์คันเกิดเหตุของจำเลยที่	O
2	O
ที่	O
3	O
ไว้ได้ฟ้องโจทก์เป็นจำเลยเป็นอีกคดีหนึ่ง	O
(สำนวนที่สอง)	O
และโจทก์ได้ฟ้องแย้งเรียกค่าเสียหายจากบริษัทพิพัทธ์ประกันภัย	O
จำกัด	O
อยู่แล้ว	O
จึงไม่ชอบที่จะรับฟ้องคดีนี้ไว้พิจารณาส่วนสำนวนหลังบริษัทพิพัทธ์ประกันภัย	O
จำกัด	O
ฟ้องโจทก์ในสำนวนแรกเป็นจำเลยโดยอ้างการรับช่วงสิทธิในฐานะผู้รับประกันซึ่งได้จ่ายค่าเสียหายให้แก่จำเลยที่	O
2ที่	O
3	O
ในสำนวนแรกไปและโจทก์ในสำนวนแรกจะต้องรับผิดในความเสียหายที่เกิดขึ้นจากการกระทำละเมิด	O
โจทก์ในสำนวนแรกให้การปฏิเสธความรับผิด	O
และฟ้องแย้งให้บริษัทพิพัทธ์ประกันภัย	O
จำกัด	O
ซึ่งเป็นโจทก์ในสำนวนที่สองชดใช้ค่าเสียหายแก่โจทก์	O
โจทก์ในสำนวนที่สองให้การแก้ฟ้องแย้งโดยขอให้ยกฟ้องแย้งศาลชั้นต้นให้เรียกโจทก์สำนวนแรกและจำเลยในสำนวนที่	O
2	O
ว่าโจทก์ที่	O
1ให้เรียกโจทก์ในสำนวนที่สองว่าโจทก์ที่	O
2	O
จำเลยที่	O
1	O
ถึงที่	O
6	O
ในสำนวนแรกว่าจำเลยที่	O
1	O
ถึงที่	O
6	O
ศาลชั้นต้นพิพากษาให้จำเลยที่	O
1	O
ที่	O
2	O
ที่	O
3	O
ชำระเงินแก่โจทก์ที่	O
1	O
เป็นเงิน100,000	O
บาท	O
พร้อมด้วยดอกเบี้ยร้อยละเจ็ดครึ่งต่อปีนับแต่วันละเมิด	O
ให้ยกฟ้องจำเลยที่	O
4	O
ที่	O
5	O
ที่	O
6	O
และยกฟ้องของโจทก์ที่	O
2	O
ให้โจทก์ที่	O
2	O
ร่วมกันจำเลยที่	O
2	O
ที่	O
3ชำระค่าเสียหายตามฟ้องแย้งให้แก่โจทก์ที่	O
1	O
ในวงเงินไม่เกิน	O
100,000	O
บาท	O
โจทก์ที่	O
2	O
และจำเลยที่	O
2	O
ที่	O
3	O
อุทธรณ์	O
ศาลอุทธรณ์พิพากษายืน	O
โจทก์ที่	O
2	O
และจำเลยที่	O
2	O
ที่	O
3	O
ฎีกา	O
ศาลฎีกาวินิจฉัยปัญหาข้อกฎหมายว่า	B-verdict
ที่โจทก์ที่	I-verdict
2	I-verdict
จำเลยที่	I-verdict
2	I-verdict
และที่	I-verdict
3	I-verdict
ฎีกาว่ารถของโจทก์ที่	I-verdict
1	I-verdict
ถูกรถของจำเลยที่	I-verdict
4,	I-verdict
5,	I-verdict
6	I-verdict
ชนซ้ำทำให้เสียหายมากขึ้นนั้น	I-verdict
พิเคราะห์แล้วเห็นว่าเหตุครั้งแรกเกิดจากความประมาทของจำเลยที่	I-verdict
1	I-verdict
ซึ่งเป็นลูกจ้างจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
ขับรถยนต์บรรทุกชนรถยนต์ของโจทก์ที่	I-verdict
1	I-verdict
พังขวางอยู่กลางถนนการที่จำเลยที่	I-verdict
4	I-verdict
ขับรถเก๋งของจำเลยที่	I-verdict
5	I-verdict
ที่	I-verdict
6	I-verdict
มาชนซ้ำนั้นศาลล่างทั้งสองฟังข้อเท็จจริงต้องกันเป็นยุติว่า	I-verdict
จำเลยที่	I-verdict
4	I-verdict
มิได้ประมาท	I-verdict
แม้จะก่อให้เกิดความเสียหายเพิ่มขึ้นก็เป็นผลโดยตรงอันเกิดจากความประมาทของรถยนต์ฝ่ายจำเลยที่	I-verdict
1	I-verdict
ที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
เป็นผู้ก่อขึ้นก่อน	I-verdict
ฉะนั้น	I-verdict
จำเลยที่	I-verdict
1	I-verdict
ที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
และโจทก์ที่	I-verdict
2	I-verdict
จึงต้องรับผิดในผลอันนี้ด้วย	I-verdict
ที่โจทก์ที่	I-verdict
2	I-verdict
และจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
ฎีกาว่า	I-verdict
ฟ้องแย้งของโจทก์ที่	I-verdict
1	I-verdict
ในคดีแพ่งหมายเลขดำที่	I-verdict
552/2523	I-verdict
ของศาลจังหวัดนครราชสีมา	I-verdict
เป็นฟ้องซ้อนกับคดีแพ่งหมายเลขดำที่	I-verdict
748/2522	I-verdict
ของศาลจังหวัดนครราชสีมานั้น	I-verdict
พิเคราะห์แล้วเห็นว่าในคดีแพ่งหมายเลขดำที่	I-verdict
748/2522	I-verdict
โจทก์ที่	I-verdict
1	I-verdict
มิได้ฟ้องโจทก์ที่	I-verdict
2	I-verdict
ซึ่งเป็นผู้รับประกันภัยเป็นจำเลย	I-verdict
คงฟ้องแต่ผู้อื่น	I-verdict
เมื่อโจทก์ที่	I-verdict
2	I-verdict
เข้ามาเป็นโจทก์ในคดีแพ่งหมายเลขดำที่	I-verdict
552/2523	I-verdict
โดยอ้างว่าเป็นผู้รับช่วงสิทธิในฐานะผู้รับประกันภัยฟ้องจำเลยอื่น	I-verdict
ๆ	I-verdict
และโจทก์ที่	I-verdict
1	I-verdict
ให้ร่วมรับผิดอันเนื่องจากเหตุรถชนรายเดียวกันโจทก์ที่	I-verdict
1	I-verdict
จึงมีสิทธิฟ้องแย้งเรียกค่าเสียหายจากโจทก์ที่	I-verdict
2	I-verdict
ได้	I-verdict
ไม่เป็นฟ้องซ้อน	I-verdict
สำหรับประเด็นเรื่องค่าขึ้นศาลที่โจทก์ที่	I-verdict
2	I-verdict
และจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
ฎีกาว่าศาลชั้นต้นเรียกเก็บค่าขึ้นศาลในชั้นอุทธรณ์และฎีกายังไม่ถูกต้องนั้นพิเคราะห์แล้วเห็นว่า	I-verdict
โจทก์ที่	I-verdict
2	I-verdict
เป็นจำเลยตามฟ้องแย้งในสำนวนที่สองของโจทก์ที่	I-verdict
1	I-verdict
ส่วนจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
เป็นจำเลยตามฟ้องสำนวนแรกของโจทก์ที่	I-verdict
1	I-verdict
แม้จะเป็นค่าเสียหายรายเดียวกันแต่เป็นคนละคดี	I-verdict
ต้องเสียค่าขึ้นศาลต่างหากจากกัน	I-verdict
เมื่อโจทก์ที่	I-verdict
2	I-verdict
และจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
แพ้คดีและฎีกาต่อมาจึงต้องเสียค่าขึ้นศาลเป็นรายคดีการที่โจทก์ที่	I-verdict
2	I-verdict
และจำเลยที่	I-verdict
2	I-verdict
ที่	I-verdict
3	I-verdict
